36.136,16.194,13.948,14.141,14.007,13.192,13.08,12.432,12.912,12.659,12.255,11.516,11.325,11.163,10.937,9.953,9.4603,9.1237,8.2257,8.1182,7.9557,7.6838,6.9948,6.7314,6.7375,4.3084,5.3284,7.0696,7.2722,7.237,6.9674,6.4031,6.2572,6.2577,6.159,5.8629,4.5172,5.0579,5.1188,5.1526,5.1721,5.1427,5.0546,4.5035,4.2705,4.2396,4.2286,4.2032,4.2097,4.1712,4.0506,3.5403,3.4153,3.3922,3.3943,3.373,3.3715,3.3593,3.3584,3.3367,3.2077,2.8152,2.7124,2.7131,2.7263,2.7334,2.7079,2.701,2.7063,2.7035,2.6691,2.5878,2.1907,2.1488,2.1551,2.1645,2.1544,2.1464,2.1398,2.1475,2.1398,2.1409,2.1366,2.139,2.1168,1.9943,1.7651,1.7315,1.7217,1.7139,1.715,1.7079,1.7084,1.7108,1.7088,1.7157,1.6559,1.6536,1.6468,1.6516,1.6414,1.5457,1.3469,1.3154,1.3167,1.3163,1.3138,1.3123,1.3171,1.3124,1.3192,1.3045,1.3113,1.3077,1.3062,1.3115,1.3125,1.3058,1.3058,1.2976,1.2382,1.0763,1.0509,1.0504,1.0482,1.045,1.0474,1.0494,1.0463,1.0492,1.0426,1.0453,1.0436,1.0481,1.0463,1.0483,1.0035,1.0057,1.0019,1.0067
40.131,18.099,15.398,15.356,15.178,14.621,14.443,12.879,13.663,13.673,13.224,12.24,11.976,11.926,11.377,9.7001,9.5369,9.2505,8.4535,8.0056,7.9678,7.5466,6.7387,6.5563,6.6566,4.0063,4.811,7.2631,7.5655,7.3947,7.0459,6.4781,6.3711,6.3532,6.2206,5.9483,4.658,5.0616,5.1918,5.1733,5.1728,5.1515,5.048,4.4718,4.2475,4.1976,4.2054,4.1522,4.1782,4.1432,4.0593,3.5663,3.3694,3.3427,3.352,3.3469,3.338,3.3448,3.3175,3.2848,3.1735,2.7734,2.6859,2.6795,2.6774,2.6663,2.6628,2.6522,2.6511,2.641,2.6281,2.591,2.2047,2.1241,2.1213,2.1169,2.127,2.1174,2.1128,2.1106,2.1066,2.1021,2.1072,2.1066,2.0837,1.9612,1.7382,1.6985,1.6906,1.6789,1.6874,1.6924,1.6777,1.6857,1.6852,1.6922,1.658,1.6502,1.6474,1.6396,1.6314,1.5505,1.3501,1.3152,1.3161,1.3102,1.3088,1.3123,1.3046,1.2974,1.3069,1.3057,1.3106,1.3119,1.3127,1.3072,1.3079,1.306,1.3068,1.2931,1.2295,1.076,1.0553,1.0454,1.0496,1.0492,1.0471,1.0482,1.0434,1.0414,1.0442,1.0471,1.0446,1.042,1.0441,1.047,1.0053,1.0079,1.0085,1.0071
52.759,23.939,20.397,20.392,19.626,18.101,18.486,15.017,16.838,17.548,15.797,14.938,15.097,14.86,13.798,11.081,11.296,10.831,9.1453,9.29,9.259,8.3678,7.6908,7.4712,7.6476,4.5351,5.4326,8.3488,8.5835,8.4448,7.6703,7.1588,7.0717,7.0524,6.9067,6.5031,4.8287,5.4132,5.6143,5.6265,5.6237,5.6125,5.4146,4.7254,4.5253,4.4382,4.4398,4.4089,4.4122,4.3983,4.2424,3.6371,3.4985,3.4981,3.5035,3.4827,3.4667,3.4774,3.4588,3.4477,3.251,2.8487,2.7744,2.7604,2.7621,2.7677,2.7434,2.76,2.7574,2.7374,2.7464,2.6305,2.2133,2.1694,2.1732,2.1687,2.1615,2.1719,2.1641,2.155,2.1661,2.1579,2.1467,2.1552,2.137,2.0074,1.7673,1.7375,1.7281,1.7188,1.7202,1.7219,1.7202,1.7205,1.7318,1.721,1.668,1.6728,1.6614,1.6507,1.6425,1.5535,1.3512,1.3275,1.3223,1.3151,1.3122,1.3175,1.3147,1.3186,1.3169,1.3088,1.319,1.3104,1.3097,1.3191,1.3206,1.308,1.3051,1.2963,1.2329,1.0693,1.0539,1.053,1.0497,1.0444,1.0495,1.0468,1.0468,1.0493,1.0438,1.045,1.043,1.0473,1.0509,1.053,1.0111,1.0107,1.0124,1.0132
43.471,19.566,16.733,16.764,16.549,16.019,15.444,13.812,14.516,14.434,14.02,12.781,12.466,12.359,11.978,10.206,9.6509,9.4651,8.531,8.1668,8.0817,7.685,6.9033,6.7556,6.8463,4.5219,5.2663,7.389,7.4856,7.4319,7.0486,6.4231,6.3325,6.2745,6.166,5.8841,4.676,5.0788,5.1293,5.1557,5.1795,5.114,5.0172,4.4412,4.1997,4.1517,4.1277,4.123,4.1032,4.0742,4.0056,3.4974,3.3211,3.3005,3.3068,3.2939,3.2927,3.2931,3.2851,3.2705,3.1228,2.7384,2.6521,2.639,2.621,2.6376,2.6384,2.627,2.6385,2.6141,2.6133,2.538,2.1673,2.0924,2.1099,2.1035,2.0963,2.1066,2.0887,2.0948,2.0953,2.0966,2.0883,2.0876,2.0732,1.9508,1.7188,1.6946,1.6871,1.6852,1.6661,1.6666,1.6722,1.6735,1.6866,1.6776,1.6441,1.6296,1.6267,1.6313,1.6162,1.5341,1.337,1.3052,1.2998,1.3056,1.3072,1.3009,1.3005,1.305,1.3026,1.2901,1.2953,1.2983,1.2967,1.2981,1.3029,1.3025,1.2903,1.2873,1.219,1.0653,1.0439,1.0427,1.0418,1.0455,1.0484,1.0402,1.0354,1.0396,1.0458,1.0384,1.042,1.0397,1.038,1.0386,1.0086,1.0074,1.0102,1.008
32.067,14.283,12.169,12.074,11.89,11.33,11.13,10.151,10.972,10.984,10.562,9.9667,9.92,9.7761,9.5326,8.4436,8.2178,8.055,7.2865,7.0906,7.0712,6.6756,6.1516,6.0287,6.0687,4.0768,4.9081,6.8055,6.9715,6.926,6.6042,6.1608,6.088,6.0816,5.9872,5.7579,4.6166,4.9459,5.0692,5.0751,5.0894,5.0518,4.9454,4.4346,4.2119,4.1525,4.1497,4.1754,4.1637,4.102,4.0318,3.5415,3.3739,3.3443,3.3508,3.3244,3.328,3.3148,3.3085,3.2925,3.1562,2.7918,2.7183,2.7196,2.6991,2.7013,2.694,2.695,2.6958,2.6763,2.6647,2.6036,2.2357,2.1669,2.1805,2.1696,2.1648,2.1588,2.1485,2.1574,2.152,2.148,2.142,2.1474,2.1383,2.0009,1.7786,1.7521,1.7407,1.7326,1.7339,1.728,1.7255,1.7344,1.736,1.7328,1.6304,1.6376,1.6284,1.6281,1.614,1.5351,1.3258,1.3003,1.2944,1.2957,1.2941,1.3,1.2899,1.2985,1.291,1.2958,1.2999,1.3027,1.2948,1.2865,1.2954,1.2966,1.2864,1.2873,1.2204,1.0681,1.0434,1.0477,1.0444,1.0449,1.0392,1.0363,1.0308,1.0392,1.0363,1.0377,1.0416,1.0417,1.0392,1.0478,0.9991,1.0037,0.99785,0.99703
44.343,20.145,17.193,16.958,16.831,16.318,15.976,14.26,14.884,15.026,14.418,13.339,13.095,12.924,12.404,10.597,10.221,9.9706,8.9662,8.673,8.561,8.0079,7.3778,7.1568,7.1569,4.9149,5.7535,7.7473,7.84,7.7725,7.3204,6.7112,6.6311,6.5809,6.4687,6.1598,4.7739,5.2427,5.3321,5.3818,5.3793,5.3427,5.2255,4.624,4.3586,4.2881,4.2852,4.274,4.2773,4.2394,4.1472,3.5989,3.4091,3.4033,3.3829,3.38,3.3617,3.3606,3.3471,3.3279,3.1832,2.8017,2.7301,2.7149,2.7155,2.7036,2.6871,2.6886,2.6872,2.6825,2.668,2.6064,2.2556,2.1502,2.1555,2.1574,2.149,2.1454,2.1447,2.1408,2.1437,2.1338,2.1324,2.1183,2.1158,1.9973,1.7711,1.7214,1.7175,1.7213,1.7248,1.7162,1.7123,1.7138,1.7144,1.7083,1.6671,1.6615,1.6666,1.651,1.6441,1.5602,1.3546,1.3169,1.307,1.3122,1.312,1.3126,1.3095,1.313,1.3137,1.312,1.3119,1.3126,1.3059,1.308,1.3087,1.3055,1.3043,1.2934,1.2429,1.0873,1.0618,1.0601,1.0555,1.0534,1.0538,1.0495,1.049,1.0525,1.0549,1.0515,1.0544,1.0496,1.0501,1.0549,1.0119,1.017,1.0135,1.0205
49.291,22.655,19.419,19.099,19.013,17.747,17.465,14.417,15.943,16.525,15.701,14.333,14.217,14.012,13.23,10.854,10.875,10.493,9.1863,8.9771,8.9536,8.3319,7.4918,7.2752,7.3658,4.3152,5.0944,7.935,8.2315,8.0929,7.5915,6.9641,6.8406,6.8224,6.6249,6.3045,4.514,5.2436,5.4795,5.5152,5.5072,5.4563,5.3332,4.6992,4.4434,4.3578,4.3432,4.3267,4.3033,4.2941,4.1988,3.632,3.4269,3.4135,3.4335,3.4226,3.4076,3.3883,3.3856,3.3557,3.2095,2.8318,2.7474,2.7185,2.7257,2.6983,2.7059,2.705,2.6909,2.6997,2.6796,2.5705,2.1997,2.1339,2.1336,2.1421,2.1302,2.1406,2.129,2.1323,2.1377,2.1237,2.1188,2.1085,2.1075,1.9906,1.757,1.7197,1.7043,1.707,1.701,1.6982,1.7013,1.7071,1.7054,1.6993,1.657,1.6497,1.6479,1.6471,1.6328,1.5416,1.3503,1.3173,1.3099,1.3095,1.3063,1.3038,1.3055,1.3006,1.3057,1.3053,1.2992,1.3057,1.3036,1.3017,1.3,1.2946,1.2919,1.293,1.2403,1.0758,1.0513,1.0472,1.0447,1.0452,1.0493,1.0454,1.0481,1.0497,1.0427,1.044,1.043,1.0484,1.048,1.0493,1.0094,1.0136,1.0147,1.0144
42.135,19.003,16.093,15.965,15.81,14.974,13.894,10.387,13.279,13.648,13.239,12.102,11.77,11.672,10.603,8.7892,9.0641,8.8681,8.0382,7.7163,7.6351,7.1831,6.4605,6.2988,6.448,4.2076,5.022,7.3107,7.4476,7.3161,6.9699,6.3662,6.3356,6.2807,6.1716,5.8743,4.6381,5.0581,5.1711,5.1895,5.1983,5.1761,5.0762,4.4858,4.2481,4.2005,4.1539,4.1672,4.1594,4.1154,4.0251,3.5658,3.3591,3.3351,3.3466,3.3286,3.3187,3.3106,3.3285,3.3155,3.1414,2.7708,2.6929,2.679,2.6782,2.6678,2.6585,2.649,2.6567,2.6437,2.6314,2.5413,2.1836,2.1155,2.1295,2.1361,2.1146,2.1144,2.111,2.1138,2.1148,2.1135,2.1002,2.1086,2.092,1.9612,1.7414,1.7054,1.7042,1.7036,1.6925,1.6929,1.6865,1.6952,1.7009,1.6853,1.6346,1.6376,1.6372,1.637,1.6311,1.5297,1.3384,1.316,1.3132,1.2991,1.2958,1.3031,1.2927,1.3066,1.3044,1.3016,1.2964,1.2979,1.3048,1.2995,1.3024,1.303,1.2928,1.2836,1.2333,1.0741,1.053,1.0524,1.0476,1.0423,1.0433,1.0415,1.0445,1.0471,1.0465,1.0453,1.0417,1.0456,1.0464,1.0456,1.0037,1.0129,1.0127,1.012
40.709,18.091,15.233,15.201,15.215,14.125,12.781,9.5874,13.098,13.355,13.072,12.106,11.862,11.665,10.731,9.0872,9.5959,9.3299,8.3885,8.1311,8.1053,7.6088,6.9652,6.8149,6.8603,4.5936,5.5581,7.3662,7.6003,7.509,7.1598,6.55,6.4859,6.4545,6.359,5.8735,4.6693,5.1735,5.2109,5.2225,5.2362,5.225,5.1377,4.5399,4.308,4.2783,4.2651,4.2661,4.2417,4.2087,4.1291,3.5615,3.3791,3.3713,3.3588,3.3565,3.342,3.3405,3.3248,3.3036,3.1732,2.7973,2.7317,2.7193,2.724,2.7134,2.721,2.7062,2.7026,2.7088,2.6908,2.5699,2.1888,2.1351,2.1391,2.1353,2.1318,2.1346,2.1427,2.1317,2.1299,2.1234,2.1188,2.1191,2.1053,1.9862,1.7698,1.7364,1.723,1.7239,1.7306,1.7179,1.7228,1.7232,1.7287,1.7292,1.6539,1.6516,1.6492,1.6423,1.6266,1.5272,1.3181,1.2914,1.2838,1.2826,1.287,1.282,1.2796,1.2837,1.2825,1.2811,1.2804,1.2867,1.2788,1.2805,1.2793,1.2813,1.2781,1.2671,1.2114,1.0639,1.0446,1.0389,1.0381,1.0438,1.0441,1.0358,1.0412,1.0441,1.0411,1.0384,1.0424,1.0427,1.0375,1.0344,1.0022,1.0075,1.004,1.0037
44.614,20.311,17.166,16.972,16.806,15.866,14.727,11.44,14.535,14.755,14.287,13.099,12.834,12.664,11.809,9.8625,10.174,9.9748,8.8447,8.5862,8.4798,7.968,7.2582,7.0823,7.1722,4.7805,5.5522,7.6014,7.7357,7.6375,7.2047,6.5939,6.4923,6.4947,6.3945,6.046,4.7885,5.2084,5.294,5.3029,5.2871,5.265,5.1782,4.5586,4.3355,4.2955,4.2859,4.2569,4.2549,4.1952,4.1206,3.5116,3.3118,3.277,3.2751,3.2538,3.2495,3.2563,3.2514,3.2191,3.0774,2.7187,2.6842,2.6532,2.6512,2.6529,2.6454,2.6508,2.62,2.616,2.6103,2.5299,2.1839,2.1419,2.1429,2.1457,2.1413,2.1502,2.1486,2.1464,2.1385,2.1348,2.1243,2.1254,2.1226,1.9908,1.773,1.741,1.7272,1.7276,1.7259,1.7232,1.7269,1.7228,1.7168,1.7262,1.662,1.6696,1.6597,1.6651,1.6514,1.5517,1.3291,1.2952,1.2855,1.2833,1.278,1.2839,1.2864,1.2791,1.285,1.2749,1.2744,1.275,1.2769,1.2803,1.2733,1.2744,1.276,1.2691,1.2128,1.0677,1.0478,1.0432,1.0473,1.047,1.0412,1.0411,1.0367,1.0422,1.0436,1.0391,1.0427,1.0365,1.0462,1.0406,1.0073,1.008,1.0078,1.0088
