0.83176,0.66379,6.0978,15.282
0.59569,0.58468,6.3912,16.123
0.48865,0.53485,6.4406,17.152
0.44641,0.50048,6.5467,18.139
0.31514,0.49979,6.8215,19.108
0.40396,0.57116,6.7426,20.06
0.24076,0.65052,7.0148,21.043
0.14521,0.70484,7.2101,21.923
0.048063,0.77015,7.279,22.937
-0.12049,0.78664,7.5383,23.841
-0.18352,0.75518,7.7493,24.833
-0.14866,0.69524,7.9686,25.743
-0.15366,0.69983,8.028,26.715
-0.32905,0.81837,8.2269,27.629
-0.56878,0.89004,8.4703,28.577
-0.80812,1.0561,8.7789,29.376
-0.91068,1.0998,9.0773,30.404
-0.7842,1.1058,9.3824,31.309
-0.58844,1.0086,9.5933,32.332
-0.21372,0.95137,9.934,33.273
-0.052179,1.1631,10.016,34.348
-0.35479,1.4602,10.299,35.217
-1.191,1.8566,10.972,36.099
-2.3029,2.1697,11.538,37.03
-3.3091,2.2632,12.135,37.994
-3.2825,1.8493,12.515,38.934
-2.289,1.0315,12.882,39.867
-0.5233,-0.17318,13.139,40.836
2.8489,-1.5903,13.127,41.822
2.8489,-1.5903,13.127,42.822
2.8489,-1.5903,13.127,43.822
2.8489,-1.5903,13.127,44.822
2.8489,-1.5903,13.127,45.822
2.8489,-1.5903,13.127,46.822
2.8489,-1.5903,13.127,47.822
2.8489,-1.5903,13.127,48.822
