Freq0,Freq1,Freq2,Freq3,Freq4,Freq5,Freq6,Freq7,Freq8,Freq9,Freq10,Freq11,Freq12,Freq13,Freq14,Freq15,Freq16,Freq17,Freq18,Freq19,Freq20
-0.010009765625,-0.010009765625,-0.010009765625,-0.010009765625,-0.010009765625,-0.04998779296875,-0.04998779296875,-0.04998779296875,-0.04998779296875,-0.04998779296875,-0.04998779296875,-0.04998779296875,-0.04998779296875,-0.04998779296875,-0.04998779296875,-0.04998779296875,0.00999999977648258,0.00999999977648258,0.00999999977648258,0.00999999977648258,0.00999999977648258
0.0299999993294477,0.0299999993294477,0.0299999993294477,0.0299999993294477,0.0299999993294477,0.0900000035762787,0.0900000035762787,0.0900000035762787,0.0900000035762787,0.0900000035762787,0.0900000035762787,0.0900000035762787,0.0900000035762787,0.0900000035762787,0.0900000035762787,0.0900000035762787,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0399999991059303
0,0,0,0,0,-0.410003662109375,-0.410003662109375,-0.410003662109375,-0.410003662109375,-0.410003662109375,-0.410003662109375,-0.410003662109375,-0.410003662109375,-0.410003662109375,-0.410003662109375,-0.410003662109375,0.129999995231628,0.129999995231628,0.129999995231628,0.129999995231628,0.129999995231628
0.259999990463257,0.259999990463257,0.259999990463257,0.259999990463257,0.259999990463257,0.230000004172325,0.230000004172325,0.230000004172325,0.230000004172325,0.230000004172325,0.230000004172325,0.230000004172325,0.230000004172325,0.230000004172325,0.230000004172325,0.230000004172325,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
0.319999992847443,0.319999992847443,0.319999992847443,0.319999992847443,0.319999992847443,0.150000005960464,0.150000005960464,0.150000005960464,0.150000005960464,0.150000005960464,0.150000005960464,0.150000005960464,0.150000005960464,0.150000005960464,0.150000005960464,0.150000005960464,0.529999971389771,0.529999971389771,0.529999971389771,0.529999971389771,0.529999971389771
0.129999995231628,0.129999995231628,0.129999995231628,0.129999995231628,0.129999995231628,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929,0.119999997317791,0.119999997317791,0.119999997317791,0.119999997317791,0.119999997317791
0.400000005960464,0.400000005960464,0.400000005960464,0.400000005960464,0.400000005960464,0.28999999165535,0.28999999165535,0.28999999165535,0.28999999165535,0.28999999165535,0.28999999165535,0.28999999165535,0.28999999165535,0.28999999165535,0.28999999165535,0.28999999165535,0.400000005960464,0.400000005960464,0.400000005960464,0.400000005960464,0.400000005960464
0.430000007152557,0.430000007152557,0.430000007152557,0.430000007152557,0.430000007152557,0.349999994039536,0.349999994039536,0.349999994039536,0.349999994039536,0.349999994039536,0.349999994039536,0.349999994039536,0.349999994039536,0.349999994039536,0.349999994039536,0.349999994039536,0.219999998807907,0.219999998807907,0.219999998807907,0.219999998807907,0.219999998807907
0.28999999165535,0.28999999165535,0.28999999165535,0.28999999165535,0.28999999165535,0.529999971389771,0.529999971389771,0.529999971389771,0.529999971389771,0.529999971389771,0.529999971389771,0.529999971389771,0.529999971389771,0.529999971389771,0.529999971389771,0.529999971389771,0.319999992847443,0.319999992847443,0.319999992847443,0.319999992847443,0.319999992847443
0.379999995231628,0.379999995231628,0.379999995231628,0.379999995231628,0.379999995231628,0.239999994635582,0.239999994635582,0.239999994635582,0.239999994635582,0.239999994635582,0.239999994635582,0.239999994635582,0.239999994635582,0.239999994635582,0.239999994635582,0.239999994635582,0.189999997615814,0.189999997615814,0.189999997615814,0.189999997615814,0.189999997615814
