通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
331.93,335.76,327.11,336.17,337.65,336.09,332.44,331.18
319.49,325.89,324.28,327.71,326.30,341.49,340.29,321.79
324.32,335.72,342.14,343.52,348.83,338.02,341.45,333.09
303.80,305.58,311.69,304.98,303.55,310.04,317.53,309.85
315.92,320.69,334.80,332.56,328.11,330.42,333.34,322.19
296.16,310.38,309.11,314.01,306.01,309.62,308.95,298.58
307.09,303.89,309.36,310.57,318.31,315.18,303.22,301.98
292.45,300.07,301.26,297.08,301.32,301.18,299.17,295.67
310.75,321.29,323.43,321.84,328.76,319.91,320.73,311.61
298.91,307.04,309.21,317.31,306.87,308.36,315.64,303.42
329.90,334.33,333.05,329.17,330.24,335.84,339.69,332.68
288.29,302.08,316.18,310.82,304.31,304.83,312.44,300.02
315.09,314.65,316.00,312.42,322.44,317.14,310.94,308.61
326.74,326.83,324.98,329.99,319.98,324.15,326.03,316.05
322.23,330.79,334.35,336.83,335.15,337.17,332.01,331.84
316.09,327.69,328.60,320.39,329.60,327.45,339.35,321.37
340.02,346.91,344.99,352.27,338.78,346.81,332.92,341.25
320.77,324.18,321.71,329.41,319.02,321.13,321.65,305.81
321.46,317.34,325.88,328.07,326.24,321.71,311.68,314.88
313.00,326.35,335.44,329.52,333.70,331.23,329.60,326.35
303.80,313.34,308.82,323.65,310.07,311.63,313.94,299.97
292.22,301.58,309.10,304.18,310.00,314.12,319.48,300.00
319.39,330.65,335.73,340.18,342.66,332.37,332.89,337.25
311.26,321.89,326.55,323.16,324.22,327.00,331.53,310.99
326.76,337.49,334.53,343.87,350.66,345.13,350.39,341.86
324.50,332.65,332.25,335.55,325.42,334.76,337.64,326.81
314.40,316.12,324.30,324.18,332.20,321.71,321.52,312.55
319.89,330.09,331.32,330.30,325.01,332.67,329.52,323.88
317.68,327.72,330.43,328.14,320.29,330.60,324.88,322.93
292.99,305.64,313.56,315.59,309.59,303.89,303.85,308.78
318.67,329.81,320.79,325.90,324.06,308.25,323.55,321.45
342.11,328.27,330.77,340.79,332.70,331.75,339.78,330.69
297.62,312.89,314.63,322.89,326.14,316.83,321.21,319.16
315.03,324.59,323.16,332.38,328.48,318.26,328.73,310.73
311.93,317.82,322.80,317.32,311.96,313.70,314.98,312.64
332.44,337.30,328.73,341.32,332.35,342.13,330.91,329.96
