通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
355.41,356.88,352.04,357.68,353.98,2.29,357.16,352.74
340.97,341.33,343.63,348.10,350.10,3.71,1.93,347.43
342.44,357.44,4.79,8.36,3.76,4.06,2.95,356.19
323.67,326.32,334.12,327.91,327.21,329.80,340.29,332.56
335.99,342.93,355.71,354.53,347.83,353.01,358.35,342.85
316.53,328.66,332.06,336.71,329.14,333.38,331.99,327.71
328.08,327.59,333.49,333.54,337.74,340.24,329.87,329.29
312.36,320.35,320.13,317.19,324.52,324.20,322.90,317.83
333.70,341.29,345.27,346.82,348.91,341.21,345.32,339.04
323.49,326.20,333.60,340.05,331.77,330.55,340.28,327.98
347.88,357.34,356.15,354.28,350.11,1.34,6.06,355.04
309.65,319.60,334.99,335.29,326.86,330.46,332.40,323.17
334.35,334.24,336.69,333.77,342.65,338.52,334.32,328.20
348.58,351.10,349.28,352.34,344.79,353.50,350.14,343.28
342.88,348.62,1.99,357.99,354.43,354.81,358.82,349.66
337.26,347.71,349.55,341.91,349.81,355.47,359.47,348.07
5.44,7.70,11.90,12.95,358.03,9.46,0.01,2.18
345.17,347.15,346.89,352.10,342.62,347.77,341.26,340.76
347.00,338.93,351.10,349.59,347.78,344.37,342.67,338.96
345.70,352.41,2.92,0.16,0.99,4.28,358.58,358.08
332.52,344.32,342.49,351.89,339.14,343.34,350.16,328.87
321.38,330.96,338.22,334.05,339.48,348.34,348.34,334.47
346.40,359.47,9.70,11.22,10.50,4.07,6.52,4.47
341.09,351.38,358.89,355.61,358.47,2.53,358.82,355.18
358.84,9.05,9.18,14.56,17.29,18.17,24.98,12.57
352.42,0.40,2.61,2.51,0.12,8.16,7.24,0.73
339.33,342.92,351.62,355.33,355.41,350.54,348.44,342.04
349.49,358.52,2.16,0.96,355.79,5.58,2.71,354.95
344.64,357.22,356.49,351.97,347.06,356.66,351.20,350.61
319.16,330.04,339.60,341.05,336.38,330.99,331.67,335.38
322.64,6.04,344.02,357.98,347.73,338.57,352.85,348.20
343.75,1.87,352.41,5.31,359.08,359.25,1.87,358.66
335.01,334.93,349.92,350.93,353.78,347.91,354.56,351.18
340.71,351.99,348.30,356.91,354.90,346.81,352.03,339.48
335.68,338.65,352.56,342.00,333.83,342.24,347.29,335.51
347.62,359.54,350.66,2.49,355.83,3.11,350.79,353.54
