通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
23.77,29.12,27.04,28.95,31.82,34.57,27.82,28.67
2.82,8.17,5.02,5.78,8.11,24.20,20.36,4.50
7.96,23.24,33.12,31.82,34.09,28.25,27.66,23.11
359.11,358.94,5.97,359.66,0.53,2.98,11.90,1.16
8.47,12.69,29.83,23.35,23.10,28.11,22.18,23.30
353.22,0.94,1.60,11.34,357.48,6.97,5.27,356.97
4.52,357.47,12.96,2.81,11.14,9.38,0.84,9.08
344.55,352.33,348.59,348.01,0.51,359.44,350.89,344.50
5.74,12.53,18.56,18.76,18.89,12.81,14.21,17.32
353.42,1.20,6.15,14.61,8.31,3.30,13.12,358.60
23.16,26.62,33.07,31.45,33.44,39.52,36.09,29.99
346.92,352.44,8.22,5.20,5.47,5.61,5.00,355.80
12.88,9.56,11.03,5.77,14.96,8.43,1.44,4.65
20.75,25.46,25.03,24.29,16.59,26.35,24.49,11.39
12.86,14.38,34.20,27.10,26.66,25.09,27.41,23.89
16.17,22.94,22.81,20.76,29.47,30.79,34.70,19.45
35.89,41.76,46.27,43.59,32.03,44.64,28.63,40.93
18.41,19.23,24.09,24.86,16.85,20.41,13.29,10.77
14.06,11.48,22.09,22.46,20.57,19.34,5.45,19.36
10.37,19.68,23.03,24.24,28.35,23.38,23.89,18.11
0.04,0.98,4.37,13.20,3.10,6.42,5.95,0.93
349.32,356.38,0.62,358.01,10.25,9.73,11.81,353.30
16.42,26.37,30.55,39.01,38.80,30.25,24.12,36.70
4.59,12.84,17.34,22.98,21.06,23.80,23.10,11.30
28.92,28.54,35.09,36.22,46.27,42.00,44.19,39.09
21.99,21.07,24.26,27.67,20.02,26.75,31.17,25.14
9.35,2.57,18.00,13.77,20.41,14.72,10.17,10.38
16.95,32.35,30.17,31.88,33.07,36.25,26.76,25.97
17.95,22.69,31.54,23.74,17.62,31.80,22.52,28.02
355.94,3.02,2.48,12.53,3.95,359.92,0.84,3.64
11.26,16.92,33.71,19.05,25.59,6.94,19.44,26.32
22.06,15.18,28.76,34.94,25.48,27.34,31.43,21.99
2.16,5.41,14.29,16.75,23.39,14.53,20.26,19.16
10.72,24.04,26.45,34.25,26.90,20.71,25.81,10.66
2.51,7.12,23.43,12.00,10.01,11.08,13.33,10.73
16.85,13.00,12.76,19.87,13.31,26.19,2.84,9.68
