通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
330.60,329.74,325.28,330.40,326.96,330.06,325.09,325.82
310.88,309.70,308.21,317.52,312.36,325.26,321.64,315.87
315.79,323.52,330.34,331.08,330.95,324.53,323.73,318.66
294.02,292.64,300.27,292.18,290.90,295.42,304.49,301.54
310.45,312.77,320.22,322.41,311.50,319.07,318.40,316.60
287.26,297.81,289.27,302.23,289.57,297.86,291.51,290.24
303.22,288.67,300.65,294.11,301.43,303.15,295.05,292.75
287.32,281.96,284.06,283.89,288.07,286.42,286.22,284.84
301.27,306.27,307.55,309.26,312.09,310.04,302.93,304.54
292.33,295.33,299.73,308.45,301.56,296.36,305.53,293.30
324.60,324.63,319.21,319.06,315.66,327.37,325.72,322.88
284.54,297.66,304.69,301.00,297.51,295.92,306.68,295.38
302.64,301.04,304.66,301.11,309.01,303.74,293.28,296.31
316.35,308.91,311.02,316.02,304.57,314.01,309.40,305.42
313.05,315.11,322.75,316.61,320.79,318.92,314.64,312.66
304.06,312.74,312.18,304.87,311.05,315.10,323.72,310.80
327.75,331.55,331.73,335.30,320.96,336.24,315.41,320.73
307.79,302.77,305.97,310.37,302.05,310.05,296.98,296.17
300.53,301.18,309.79,306.10,305.27,306.74,296.58,294.54
302.41,315.34,316.49,320.69,322.97,321.24,311.25,313.93
294.27,299.39,297.22,308.92,294.76,295.82,299.42,286.91
283.42,291.82,295.10,290.35,294.06,301.28,302.00,292.74
311.35,325.11,322.57,331.26,324.11,318.22,317.04,324.43
302.18,306.40,308.95,307.88,307.25,310.95,312.44,306.51
319.15,322.61,323.71,331.75,329.94,330.27,335.20,330.15
312.28,315.20,310.95,318.45,313.36,320.88,318.28,316.37
305.07,301.76,311.64,311.65,312.13,308.88,305.99,297.41
310.67,311.94,312.41,313.68,312.11,318.92,309.87,309.39
310.94,315.07,314.89,309.57,301.41,321.40,306.02,312.29
289.72,289.47,291.36,304.39,293.82,288.36,283.01,287.81
279.74,316.86,311.87,311.80,309.01,298.11,298.84,312.57
289.61,315.16,312.06,321.26,315.34,313.79,318.55,313.10
302.57,299.39,299.74,312.02,305.64,304.84,300.31,309.62
300.97,304.14,309.06,309.22,311.15,302.55,304.67,293.73
288.97,293.64,297.55,295.93,282.27,291.31,284.99,291.58
307.05,308.98,301.27,309.93,306.38,317.05,301.51,309.18
