通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
319,331.299987792969,320.600006103516,320.899993896484,318.600006103516,322.5,321.700012207031,318
322,318.899993896484,323.899993896484,319.899993896484,318.899993896484,323.100006103516,329,319.399993896484
285,296.200012207031,297.700012207031,306.399993896484,313.799987792969,309.399993896484,303.5,304.600006103516
304,307.799987792969,298.399993896484,310.600006103516,298.600006103516,313.200012207031,307.5,302.200012207031
308.700012207031,307.100006103516,317.799987792969,317.200012207031,315.200012207031,318.399993896484,311,318
320.299987792969,316.5,319.799987792969,315.399993896484,321,315.200012207031,320.5,319
316.799987792969,332.5,324.600006103516,329,332.799987792969,328.600006103516,331.899993896484,339.200012207031
292.299987792969,303.600006103516,303.299987792969,304.899993896484,300.700012207031,299.299987792969,297.299987792969,97
299.200012207031,306.200012207031,301.799987792969,303.200012207031,291.200012207031,309.600006103516,301.5,290
290.299987792969,305.600006103516,303,302.399993896484,293.700012207031,306.299987792969,307.200012207031,309.200012207031
288.600006103516,272.399993896484,282.100006103516,290.5,276.299987792969,288.5,278,283.299987792969
308,306.600006103516,305.799987792969,313.700012207031,311.700012207031,312.899993896484,318.600006103516,312.299987792969
278.100006103516,293.700012207031,289.899993896484,284.600006103516,292.600006103516,289.600006103516,292.899993896484,297.399993896484
265.399993896484,254,270.899993896484,258,253.399993896484,269.399993896484,271.799987792969,266.799987792969
269.899993896484,271.799987792969,271.799987792969,271,288.299987792969,292.399993896484,290,275.600006103516
295.600006103516,299.5,302.700012207031,304.799987792969,304.200012207031,308.700012207031,306.399993896484,303
273.700012207031,272.799987792969,286.799987792969,289.600006103516,289.600006103516,284.700012207031,291.799987792969,276.100006103516
294.100006103516,308.399993896484,299.299987792969,301,303.399993896484,306.799987792969,295.700012207031,299.399993896484
58.4000015258789,67.5,64.1999969482422,66.4000015258789,60,64.4000015258789,66.9000015258789,61.7000007629395
61,54,62.2000007629395,56.4000015258789,60.7000007629395,63.9000015258789,67.1999969482422,66.5999984741211
59.2000007629395,66.4000015258789,67.5999984741211,72.9000015258789,76.3000030517578,74,73.6999969482422,77.5999984741211
73.5999984741211,77.3000030517578,76.1999969482422,74.5,79.1999969482422,76.6999969482422,72.5,79.1999969482422
70.1999969482422,68.3000030517578,76.8000030517578,73.9000015258789,72.5,73.8000030517578,75,75.0999984741211
71.4000015258789,64,76,68.9000015258789,68.1999969482422,67.6999969482422,64.5,68.5
66.0999984741211,61.5999984741211,64.1999969482422,69.4000015258789,69.1999969482422,74.4000015258789,68.1999969482422,76.3000030517578
57.0999984741211,56.9000015258789,64.6999969482422,66.0999984741211,63.4000015258789,66.5999984741211,64.4000015258789,61.2000007629395
75.1999969482422,61.7999992370605,62.0999984741211,71,66.8000030517578,71.8000030517578,69.3000030517578,68.6999969482422
69.1999969482422,68.1999969482422,66.0999984741211,70.6999969482422,62.5999984741211,74.5,72.6999969482422,71.0999984741211
75.0999984741211,67,70.6999969482422,75.5999984741211,65.4000015258789,75.3000030517578,70.5,71
68.3000030517578,60,67.9000015258789,62.7999992370605,65.6999969482422,61.2999992370605,63.2999992370605,66
53.4000015258789,63.7999992370605,67.1999969482422,66.3000030517578,68.4000015258789,61.0999984741211,66.1999969482422,67.5999984741211
69.6999969482422,59.4000015258789,72.5999984741211,61.7000007629395,64.8000030517578,64.3000030517578,70.1999969482422,66.9000015258789
66.6999969482422,62.4000015258789,61.2999992370605,63.2999992370605,72.6999969482422,76.1999969482422,76.6999969482422,73.3000030517578
81,83.8000030517578,81.4000015258789,83.4000015258789,87.8000030517578,91.9000015258789,85.5999984741211,86.0999984741211
78.9000015258789,78.3000030517578,79.1999969482422,80.1999969482422,83.1999969482422,83.5999984741211,88.5999984741211,80.0999984741211
71.0999984741211,70.5999984741211,69,77.3000030517578,79.1999969482422,74.4000015258789,75.6999969482422,78.1999969482422
