通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
271.200012207031,287.899993896484,272.100006103516,273,273.299987792969,271.799987792969,276.200012207031,275.100006103516
268.299987792969,277.200012207031,271.600006103516,276.799987792969,271.5,272.399993896484,282.100006103516,274.799987792969
242.899993896484,251.600006103516,251.399993896484,262.299987792969,265.700012207031,260.700012207031,257.799987792969,261.100006103516
261.200012207031,264.200012207031,251.699996948242,265.799987792969,252.800003051758,263.200012207031,264.200012207031,259
261.600006103516,267.399993896484,265.899993896484,271,269.899993896484,269,267.200012207031,275.700012207031
273.899993896484,275,270,272.799987792969,274,266.399993896484,274.700012207031,275.299987792969
272.700012207031,291.100006103516,276.299987792969,283.799987792969,288.700012207031,279.600006103516,288.299987792969,295.799987792969
247.199996948242,263.5,255.600006103516,259.899993896484,257.299987792969,250.399993896484,254.100006103516,65.8000030517578
247.399993896484,266.600006103516,251.899993896484,260.299987792969,246.100006103516,259.5,259.200012207031,247.600006103516
247.100006103516,264.200012207031,256,257.600006103516,251.100006103516,258.799987792969,264.799987792969,269.399993896484
235.699996948242,231.199996948242,232.800003051758,246.899993896484,230,239.199996948242,232.899993896484,240.899993896484
261.299987792969,264.700012207031,258.399993896484,269.100006103516,265.200012207031,264.5,272.700012207031,268.799987792969
233.699996948242,252.899993896484,242.399993896484,239.199996948242,248.100006103516,238.899993896484,253.100006103516,255
218.600006103516,214,220.600006103516,212,207.899993896484,218,226.199996948242,224
224.399993896484,229.800003051758,224.899993896484,228.100006103516,241.5,240.199996948242,244.5,233.399993896484
247,256.600006103516,252.100006103516,258.700012207031,258.799987792969,258.799987792969,262.399993896484,259.5
228.600006103516,229.100006103516,236.899993896484,244.100006103516,244.600006103516,236,247.399993896484,234
246.199996948242,260.899993896484,249.600006103516,253.600006103516,258.100006103516,253.699996948242,248.899993896484,250.800003051758
103.699996948242,116.800003051758,103.199996948242,109.099998474121,98.6999969482422,107.699996948242,104.400001525879,110.099998474121
97.5999984741211,105.400001525879,102,101.199996948242,99.5999984741211,102.800003051758,105.5,113.699996948242
106,113.400001525879,108,118.900001525879,113.199996948242,116.099998474121,113.699996948242,124.599998474121
113.699996948242,126.800003051758,116.300003051758,117,118.699996948242,114.099998474121,112.300003051758,123.5
110.300003051758,118.099998474121,115,114,109.099998474121,112.099998474121,114.699996948242,121.599998474121
113.400001525879,110.800003051758,113.5,109.199996948242,105.199996948242,107.400001525879,105.099998474121,113.900001525879
105.599998474121,112.400001525879,103.5,109.5,110,112.199996948242,110.199996948242,120.099998474121
92.8000030517578,103.599998474121,100.900001525879,103,101.699996948242,102.800003051758,101.400001525879,104.800003051758
112.800003051758,107.699996948242,100.699996948242,110.300003051758,100.900001525879,109.099998474121,105.400001525879,112
109.400001525879,114.800003051758,107.400001525879,108.300003051758,100.900001525879,110.199996948242,110.800003051758,115.099998474121
106.5,114.900001525879,105,114.199996948242,102.400001525879,111.599998474121,108,114.800003051758
105.199996948242,103.400001525879,100.300003051758,98.6999969482422,99,97.1999969482422,93.3000030517578,108.199996948242
95.1999969482422,108.400001525879,103.199996948242,103.300003051758,101.900001525879,101.599998474121,102,110.800003051758
99.8000030517578,103.900001525879,99.1999969482422,95.0999984741211,93.1999969482422,92.3000030517578,98.4000015258789,104.400001525879
103.300003051758,103.699996948242,95,100.199996948242,104.300003051758,107.599998474121,108,113.599998474121
111.199996948242,123,111,115.099998474121,116.800003051758,120.400001525879,116.699996948242,120.5
113.400001525879,118,108.599998474121,115.300003051758,115.400001525879,118.400001525879,119.300003051758,121.699996948242
110.5,112.800003051758,107.900001525879,118.300003051758,113,111.5,111.699996948242,117.800003051758
