-3.0881,-0.061481,7.2293,-3.0881,-0.061481,7.2293,-3.0881,-0.061481,7.2293,-2.9457,-0.05673,7.1412,-2.9457,-0.05673,7.1412,-2.9457,-0.05673,7.1412,-2.9358,-0.059557,7.1328,-2.9358,-0.059557,7.1328,-2.9358,-0.059557,7.1328,-2.9189,-0.075676,7.0797,-2.9189,-0.075676,7.0797,-2.9189,-0.075676,7.0797,-2.9734,-0.059469,7.1914,-2.9734,-0.059469,7.1914,-2.9734,-0.059469,7.1914,-3.1766,0.021936,7.1968,-3.1766,0.021936,7.1968,-3.1766,0.021936,7.1968,-1.9822,0.0050996,6.9649,-1.9822,0.0050996,6.9649,-1.9822,0.0050996,6.9649
-3.4292,-0.13716,7.582,-3.4292,-0.13716,7.582,-3.4292,-0.13716,7.582,-3.2865,-0.11451,7.5381,-3.2865,-0.11451,7.5381,-3.2865,-0.11451,7.5381,-3.3216,-0.068206,7.5189,-3.3216,-0.068206,7.5189,-3.3216,-0.068206,7.5189,-3.2921,-0.079082,7.4293,-3.2921,-0.079082,7.4293,-3.2921,-0.079082,7.4293,-3.2242,-0.092987,7.4706,-3.2242,-0.092987,7.4706,-3.2242,-0.092987,7.4706,-3.2746,-0.019949,7.5218,-3.2746,-0.019949,7.5218,-3.2746,-0.019949,7.5218,-1.7784,-0.11972,7.0455,-1.7784,-0.11972,7.0455,-1.7784,-0.11972,7.0455
-3.0219,0.051398,7.2143,-3.0219,0.051398,7.2143,-3.0219,0.051398,7.2143,-2.954,-0.011342,7.1495,-2.954,-0.011342,7.1495,-2.954,-0.011342,7.1495,-3.1962,0.029718,7.2238,-3.1962,0.029718,7.2238,-3.1962,0.029718,7.2238,-2.981,0.02876,7.0988,-2.981,0.02876,7.0988,-2.981,0.02876,7.0988,-2.9118,0.01603,7.1291,-2.9118,0.01603,7.1291,-2.9118,0.01603,7.1291,-2.8342,0.065055,7.1893,-2.8342,0.065055,7.1893,-2.8342,0.065055,7.1893,-3.1578,-0.066812,7.0541,-3.1578,-0.066812,7.0541,-3.1578,-0.066812,7.0541
-3.1144,-0.09084,7.1776,-3.1144,-0.09084,7.1776,-3.1144,-0.09084,7.1776,-3.0278,-0.013008,7.1843,-3.0278,-0.013008,7.1843,-3.0278,-0.013008,7.1843,-3.0593,0.0047566,7.1726,-3.0593,0.0047566,7.1726,-3.0593,0.0047566,7.1726,-3.1247,-0.00948,7.1516,-3.1247,-0.00948,7.1516,-3.1247,-0.00948,7.1516,-3.1527,-0.034082,7.2028,-3.1527,-0.034082,7.2028,-3.1527,-0.034082,7.2028,-3.1809,0.010792,7.2873,-3.1809,0.010792,7.2873,-3.1809,0.010792,7.2873,-3.0886,0.04305,7.0162,-3.0886,0.04305,7.0162,-3.0886,0.04305,7.0162
-3.1667,-0.10706,7.4818,-3.1667,-0.10706,7.4818,-3.1667,-0.10706,7.4818,-3.1207,-0.10903,7.5003,-3.1207,-0.10903,7.5003,-3.1207,-0.10903,7.5003,-3.332,-0.077127,7.5501,-3.332,-0.077127,7.5501,-3.332,-0.077127,7.5501,-3.2749,-0.026267,7.5273,-3.2749,-0.026267,7.5273,-3.2749,-0.026267,7.5273,-2.9188,-0.044226,7.4122,-2.9188,-0.044226,7.4122,-2.9188,-0.044226,7.4122,-2.6617,0.021463,7.3554,-2.6617,0.021463,7.3554,-2.6617,0.021463,7.3554,-2.8134,0.041266,7.2801,-2.8134,0.041266,7.2801,-2.8134,0.041266,7.2801
-3.1604,-0.016011,7.2322,-3.1604,-0.016011,7.2322,-3.1604,-0.016011,7.2322,-3.2823,-0.064908,7.236,-3.2823,-0.064908,7.236,-3.2823,-0.064908,7.236,-3.4098,0.024647,7.2829,-3.4098,0.024647,7.2829,-3.4098,0.024647,7.2829,-3.0241,0.028932,7.2265,-3.0241,0.028932,7.2265,-3.0241,0.028932,7.2265,-3.295,-0.0097216,7.2737,-3.295,-0.0097216,7.2737,-3.295,-0.0097216,7.2737,-3.175,-0.027462,7.2448,-3.175,-0.027462,7.2448,-3.175,-0.027462,7.2448,-3.313,0.04438,7.2147,-3.313,0.04438,7.2147,-3.313,0.04438,7.2147
-2.7967,-0.074184,7.0063,-2.7967,-0.074184,7.0063,-2.7967,-0.074184,7.0063,-2.9872,-0.026128,7.0528,-2.9872,-0.026128,7.0528,-2.9872,-0.026128,7.0528,-2.8218,-0.05436,6.9893,-2.8218,-0.05436,6.9893,-2.8218,-0.05436,6.9893,-2.7955,-0.067614,7.0586,-2.7955,-0.067614,7.0586,-2.7955,-0.067614,7.0586,-2.5354,-0.056096,6.9619,-2.5354,-0.056096,6.9619,-2.5354,-0.056096,6.9619,-2.4687,-0.0543,6.8816,-2.4687,-0.0543,6.8816,-2.4687,-0.0543,6.8816,-2.0166,-0.092887,6.6655,-2.0166,-0.092887,6.6655,-2.0166,-0.092887,6.6655
-3.7488,-0.0091764,7.4984,-3.7488,-0.0091764,7.4984,-3.7488,-0.0091764,7.4984,-3.6575,0.0081388,7.4905,-3.6575,0.0081388,7.4905,-3.6575,0.0081388,7.4905,-3.6886,0.012891,7.4481,-3.6886,0.012891,7.4481,-3.6886,0.012891,7.4481,-3.5127,0.035496,7.4569,-3.5127,0.035496,7.4569,-3.5127,0.035496,7.4569,-3.2798,0.024096,7.4252,-3.2798,0.024096,7.4252,-3.2798,0.024096,7.4252,-3.3426,0.035997,7.3009,-3.3426,0.035997,7.3009,-3.3426,0.035997,7.3009,-3.4597,0.1003,7.1785,-3.4597,0.1003,7.1785,-3.4597,0.1003,7.1785
-2.6545,0.097881,6.9969,-2.6545,0.097881,6.9969,-2.6545,0.097881,6.9969,-2.6371,0.060084,6.9859,-2.6371,0.060084,6.9859,-2.6371,0.060084,6.9859,-2.5576,0.079211,6.9486,-2.5576,0.079211,6.9486,-2.5576,0.079211,6.9486,-2.5853,0.075303,6.9646,-2.5853,0.075303,6.9646,-2.5853,0.075303,6.9646,-2.6421,0.07998,7.0144,-2.6421,0.07998,7.0144,-2.6421,0.07998,7.0144,-2.5057,0.050979,6.9137,-2.5057,0.050979,6.9137,-2.5057,0.050979,6.9137,-1.6001,0.082784,6.6328,-1.6001,0.082784,6.6328,-1.6001,0.082784,6.6328
-3.1373,0.035549,7.2281,-3.1373,0.035549,7.2281,-3.1373,0.035549,7.2281,-3.178,0.040667,7.2243,-3.178,0.040667,7.2243,-3.178,0.040667,7.2243,-3.0551,0.025387,7.1432,-3.0551,0.025387,7.1432,-3.0551,0.025387,7.1432,-3.2113,0.020064,7.1781,-3.2113,0.020064,7.1781,-3.2113,0.020064,7.1781,-3.1043,0.094687,7.1625,-3.1043,0.094687,7.1625,-3.1043,0.094687,7.1625,-3.2932,0.047082,7.1495,-3.2932,0.047082,7.1495,-3.2932,0.047082,7.1495,-3.2547,0.0058992,7.1693,-3.2547,0.0058992,7.1693,-3.2547,0.0058992,7.1693
