通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
0.04,0.54,0.34,0.61,0.53,0.95,0.72,1.12
0.92,0.24,0.69,0.56,1.12,1.19,1.06,1.72
0.34,1.75,1.48,1.10,1.19,1.60,1.34,2.00
0.27,0.53,0.99,0.86,0.99,0.80,0.92,2.10
0.03,0.91,0.78,0.65,0.79,1.26,1.24,2.47
-0.26,1.28,1.17,1.28,1.13,1.50,1.38,1.31
0.31,0.94,1.03,1.27,1.38,1.84,1.36,1.81
0.16,0.76,0.15,0.68,1.06,0.97,1.80,1.71
0.00,1.27,1.29,1.10,1.26,1.21,1.54,1.21
0.95,1.53,1.69,1.28,1.33,1.02,1.54,1.68
1.15,1.36,1.44,0.66,0.67,1.23,1.50,2.42
0.03,1.18,0.89,0.99,0.89,1.28,1.30,1.66
-0.18,0.82,1.29,0.98,1.03,1.64,1.39,1.61
0.66,1.16,1.22,1.27,1.72,1.08,1.77,1.37
0.00,2.00,1.61,1.17,1.29,1.46,1.42,1.76
0.53,1.14,1.14,1.16,1.19,1.17,1.55,2.24
-0.01,0.98,0.98,0.78,1.42,1.89,1.78,1.81
1.15,1.50,0.72,0.80,1.28,1.49,1.35,1.76
0.62,1.45,1.36,0.99,1.29,1.68,1.14,1.59
1.05,1.40,0.89,1.30,1.32,1.54,1.27,1.27
0.28,1.21,1.14,1.60,1.50,2.01,1.48,1.90
0.42,1.40,1.45,1.46,1.63,1.68,1.16,2.39
0.33,0.78,1.30,1.31,0.88,1.19,1.48,2.34
0.62,1.50,1.78,1.42,1.63,1.45,1.58,1.64
1.10,0.98,1.36,1.43,1.30,1.26,1.72,2.58
1.68,0.71,1.19,1.09,1.53,1.29,1.61,1.62
0.40,1.61,1.67,1.47,1.39,1.89,1.49,1.41
0.47,1.44,1.27,0.84,1.50,1.33,1.83,1.46
0.90,1.51,2.05,1.51,1.63,1.71,1.67,1.80
0.43,1.53,1.56,1.43,1.30,1.20,1.34,1.45
-0.27,0.73,0.89,1.07,0.98,1.41,1.57,2.05
0.93,1.17,0.70,1.34,1.39,1.34,1.64,1.57
0.54,1.41,1.92,1.31,1.29,1.63,1.69,1.57
0.99,1.56,1.65,1.33,1.25,1.18,1.31,1.22
0.72,1.54,1.57,1.62,0.65,1.36,1.25,2.36
1.08,1.44,1.96,1.79,1.90,1.58,1.43,2.12
