通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
0.00,0.33,0.30,0.58,0.58,0.94,0.68,1.24
0.92,0.15,0.62,0.68,1.19,1.19,0.90,1.82
0.34,1.58,1.49,1.11,1.18,1.48,1.13,2.08
0.20,0.54,1.01,0.85,1.05,0.73,0.84,2.13
-0.07,0.65,0.61,0.70,0.82,1.20,0.93,2.46
-0.39,1.07,1.04,1.20,1.09,1.42,1.39,1.30
0.22,0.67,0.93,1.26,1.29,1.72,1.11,1.87
-0.06,0.64,0.11,0.60,0.90,0.86,1.66,1.84
-0.06,1.19,1.29,1.09,1.13,1.14,1.36,1.17
0.78,1.51,1.71,1.20,1.25,0.86,1.40,1.80
0.95,1.16,1.39,0.69,0.65,1.27,1.25,2.35
-0.05,1.12,0.82,1.01,0.91,1.25,1.19,1.62
-0.43,0.63,1.29,1.03,0.89,1.58,1.29,1.66
0.44,1.07,1.18,1.24,1.71,1.08,1.68,1.31
0.07,1.81,1.54,1.11,1.20,1.42,1.22,1.67
0.51,1.06,0.97,1.12,1.29,1.20,1.46,2.31
0.01,0.86,1.00,0.77,1.40,1.82,1.59,1.88
0.98,1.42,0.72,0.86,1.15,1.43,1.35,1.77
0.45,1.21,1.36,1.06,1.34,1.70,0.98,1.68
0.87,1.36,0.85,1.18,1.26,1.46,1.17,1.35
0.07,1.14,1.13,1.64,1.49,1.97,1.30,2.03
0.39,1.36,1.41,1.42,1.63,1.71,1.03,2.48
0.31,0.77,1.28,1.35,0.84,1.07,1.16,2.42
0.22,1.34,1.69,1.34,1.59,1.34,1.44,1.57
0.83,0.55,1.07,1.21,1.22,1.24,1.42,2.57
1.34,0.55,1.19,1.00,1.36,1.13,1.58,1.66
0.28,1.41,1.73,1.45,1.38,1.80,1.28,1.42
0.21,1.31,1.26,0.72,1.37,1.18,1.69,1.48
0.68,1.24,2.01,1.53,1.53,1.63,1.38,1.83
-0.06,1.29,1.28,1.32,1.12,1.02,1.17,1.38
-0.41,0.37,0.89,1.01,0.85,1.36,1.31,1.90
0.73,0.98,0.62,1.25,1.32,1.17,1.45,1.66
0.36,1.25,1.75,1.20,1.15,1.60,1.41,1.58
0.98,1.43,1.69,1.26,1.21,1.09,1.09,1.32
0.71,1.22,1.45,1.44,0.60,1.25,0.82,2.34
0.83,1.29,1.68,1.57,1.64,1.36,1.10,2.05
