通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
-0.06,-0.09,0.32,0.42,0.49,0.94,0.70,1.43
1.16,0.36,0.77,0.78,1.15,1.27,0.92,2.24
0.36,1.55,1.62,1.28,1.13,1.57,1.08,2.24
0.30,0.70,1.04,0.92,1.03,0.69,0.80,2.35
0.01,0.60,0.72,0.80,1.10,1.30,0.65,2.60
-0.61,1.38,1.10,1.28,0.99,1.47,1.28,1.81
0.07,0.48,0.91,1.19,1.19,1.74,0.87,2.06
0.12,0.68,0.36,0.55,0.79,0.81,1.62,2.25
0.03,1.31,1.52,1.14,1.04,1.30,1.16,1.42
0.86,1.45,1.74,1.11,1.03,0.95,1.19,2.03
0.82,1.03,1.42,0.87,0.82,1.41,1.04,2.32
-0.24,1.36,0.86,1.06,0.96,1.22,1.34,1.96
-0.46,0.67,1.33,1.02,0.90,1.51,1.10,2.01
0.55,1.15,1.38,1.10,1.53,1.20,1.48,1.76
0.18,1.60,1.52,1.27,1.09,1.36,1.00,1.79
0.42,1.17,0.92,1.04,1.26,1.19,1.37,2.65
-0.01,0.96,1.18,0.73,1.47,1.79,1.23,1.91
1.12,1.42,0.90,1.00,1.03,1.42,1.35,2.08
0.27,0.98,1.36,1.07,1.50,1.80,0.74,2.09
0.96,1.56,1.12,1.16,1.17,1.30,1.14,1.73
-0.02,1.17,1.16,1.64,1.50,1.89,1.02,2.46
0.43,1.35,1.52,1.51,1.55,1.49,0.92,2.84
0.35,0.79,1.51,1.44,0.90,1.12,0.93,2.79
-0.04,1.44,1.59,1.36,1.48,1.27,1.43,1.83
0.55,0.28,1.07,0.96,0.99,1.23,1.06,2.74
1.28,0.48,1.26,0.88,1.24,0.99,1.60,1.99
0.35,1.30,1.92,1.57,1.37,1.82,1.04,1.75
0.15,1.45,1.37,0.97,1.28,1.16,1.54,1.95
0.44,1.35,2.00,1.67,1.57,1.63,1.16,2.09
-0.20,1.54,1.37,1.37,1.06,1.09,1.02,1.82
-0.32,0.47,1.10,1.09,1.11,1.63,1.18,2.14
0.75,1.23,0.70,1.10,1.31,1.18,1.43,2.17
0.43,1.19,1.62,1.34,1.27,1.77,1.14,1.94
1.29,1.48,1.81,1.40,1.23,1.16,1.01,1.73
0.67,1.08,1.51,1.44,0.85,1.20,0.40,2.53
0.95,1.51,1.66,1.51,1.59,1.45,1.11,2.48
