通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
0.60,355.29,347.85,4.35,349.56,359.32,352.45,354.84
358.12,1.01,359.25,12.47,5.00,17.47,17.15,16.90
348.52,5.28,355.50,7.33,4.67,1.16,0.77,3.73
350.80,1.05,6.91,6.59,11.52,6.29,5.82,21.98
9.02,8.95,6.29,16.42,13.41,12.93,10.37,17.15
358.23,9.32,1.68,10.89,1.29,12.62,10.07,358.35
0.76,354.47,355.55,359.36,8.00,10.31,359.01,0.11
6.94,6.44,1.16,9.09,11.38,10.53,12.89,4.23
4.23,7.29,9.53,10.88,19.27,12.31,12.18,6.25
5.94,9.65,8.87,20.18,11.03,3.62,16.48,3.79
0.91,8.37,355.86,1.43,356.02,1.28,4.23,2.35
350.76,1.96,6.78,359.73,354.61,0.75,18.45,358.68
2.64,8.48,7.66,15.53,5.25,4.16,3.64,1.00
20.17,9.80,16.18,13.58,11.89,15.02,11.06,4.66
349.86,2.92,355.67,0.54,1.00,5.87,359.74,354.04
341.73,355.53,352.48,355.71,359.50,359.47,1.09,351.66
3.55,15.13,15.65,25.65,9.51,19.69,10.22,6.98
0.69,3.20,355.23,1.42,359.72,7.76,357.26,0.12
8.77,6.48,4.36,5.79,11.76,7.27,2.87,357.05
355.79,15.25,5.13,12.54,14.19,25.06,10.04,5.39
34.68,35.01,26.43,40.49,34.35,29.06,33.72,29.89
22.43,26.05,27.53,31.30,26.25,41.41,27.68,31.76
6.51,15.34,21.78,23.72,17.85,18.49,14.64,18.49
11.83,11.29,17.96,16.39,7.02,17.98,10.34,9.37
14.14,9.15,5.01,10.98,19.44,4.52,20.53,9.46
17.17,13.19,18.82,18.88,18.23,17.57,21.84,12.63
8.01,25.66,22.86,16.85,22.37,21.06,17.89,6.35
21.63,22.20,23.68,27.78,27.18,30.20,30.89,12.84
22.18,31.04,18.02,17.21,19.14,36.88,21.18,16.48
30.78,29.21,32.46,35.15,21.83,25.97,27.17,28.16
7.02,16.85,14.83,14.96,13.50,8.28,7.22,14.22
8.98,5.70,3.06,21.52,4.78,10.59,17.66,0.35
355.66,6.44,5.46,16.95,7.24,10.88,11.65,12.27
1.35,11.62,0.84,4.42,8.81,4.85,1.94,354.60
0.71,18.05,8.75,16.29,2.34,4.83,5.97,9.78
6.62,358.44,359.55,11.87,9.71,8.28,349.05,350.63
