通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
0.08,-0.82,-0.75,-0.22,-0.69,-0.47,-0.98,0.14
0.33,-0.92,-0.44,-0.50,-0.31,-0.57,-0.44,0.69
0.76,0.37,-0.56,-0.23,-0.42,0.05,0.27,0.11
-0.18,-0.69,-0.75,-0.33,-0.42,-0.93,-0.40,0.96
0.69,0.01,-0.65,-0.50,-0.42,-0.47,-0.49,1.05
0.03,0.21,-0.40,-0.34,-0.86,-0.11,0.34,-0.30
0.31,-1.06,-0.98,-0.47,-0.24,0.41,0.40,0.28
0.23,-0.45,-0.75,-0.20,-0.70,-1.04,0.11,0.74
-0.27,0.22,-0.64,-0.30,-0.38,0.17,0.66,-0.14
1.07,0.46,-0.19,-0.06,-0.43,-0.39,0.10,0.77
1.22,0.15,-0.57,-0.70,-1.00,-0.67,0.08,1.12
0.33,0.77,-0.50,-0.49,-1.02,-0.68,0.36,1.04
-0.08,-0.60,-0.35,0.02,-0.42,0.12,0.32,0.80
0.43,-0.19,-0.02,0.10,0.04,-0.40,0.03,0.62
0.41,0.76,-1.08,-0.34,-0.43,0.16,0.56,0.52
-0.16,0.39,-0.57,0.02,-0.36,-0.59,-0.05,1.18
0.33,-0.08,-0.32,-0.34,-0.20,0.29,0.69,0.84
0.50,-0.60,-1.02,-0.26,-0.33,-0.10,0.38,0.49
0.20,-0.31,-0.50,-0.57,-0.29,0.25,0.20,0.07
0.03,0.50,-0.76,0.04,0.01,0.39,0.80,0.37
0.59,0.20,-0.33,0.41,-0.06,0.07,0.29,0.61
0.78,0.69,0.20,0.30,0.06,0.24,0.12,1.04
0.91,-0.12,-0.13,0.00,-0.48,-0.55,0.31,0.78
1.37,0.77,0.26,-0.10,-0.57,-0.07,0.46,0.67
0.00,-0.33,-0.20,0.59,-0.05,-0.18,0.13,1.00
0.32,-0.68,-0.20,-0.10,-0.48,-0.14,0.72,0.49
0.67,0.83,0.27,-0.03,-0.73,0.59,0.95,0.60
0.75,0.18,-0.40,-0.21,-0.20,-0.22,0.38,0.56
1.10,0.29,-0.04,-0.18,-0.01,0.16,0.48,0.00
0.66,0.22,-0.11,0.14,-0.41,-0.27,0.23,0.36
0.09,-0.06,-0.12,0.04,-0.18,0.14,-0.27,0.35
1.30,-0.17,-0.24,0.09,-0.18,-0.09,0.34,0.96
1.04,0.13,0.06,-0.06,-0.45,0.10,0.13,0.63
1.42,0.22,0.02,-0.21,-0.32,-0.15,0.34,0.10
0.86,0.33,-0.02,0.26,-0.65,-0.34,-0.21,0.92
1.47,-0.14,-0.68,0.10,0.24,0.12,0.25,0.37
