通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
0.27,355.04,349.38,6.02,352.70,0.71,355.15,354.67
1.61,0.14,1.07,16.14,7.31,20.26,17.78,19.70
352.47,3.93,357.99,8.76,8.09,1.71,3.41,6.97
352.65,0.12,7.86,9.79,13.96,5.17,7.55,23.71
10.77,5.34,9.19,15.63,11.22,11.76,10.89,18.23
2.36,9.50,3.05,15.01,0.81,13.52,9.03,4.79
2.85,350.97,355.88,1.06,7.90,9.43,357.68,1.21
8.23,7.37,3.42,12.96,12.02,11.34,12.55,6.61
7.40,6.88,10.46,12.29,19.80,10.75,13.09,10.30
9.49,9.48,10.18,22.02,10.48,4.49,17.99,7.22
1.75,6.20,0.17,2.26,356.96,1.67,6.23,4.14
352.75,359.47,4.65,2.01,354.35,0.77,18.20,359.61
6.04,3.13,5.35,14.48,0.85,2.79,1.94,0.80
21.67,8.13,16.38,15.46,10.33,13.90,10.45,4.87
350.39,359.60,353.69,0.64,1.76,4.27,0.24,358.30
342.08,352.89,350.89,357.13,358.02,354.90,0.20,351.80
2.03,10.81,13.28,24.21,9.73,16.30,10.43,5.72
1.44,0.20,355.84,2.61,359.29,4.12,357.30,2.24
7.29,4.60,5.54,9.07,9.61,7.16,1.58,359.13
351.38,9.03,1.77,9.10,8.86,18.28,6.12,3.45
30.56,28.44,22.70,38.58,30.48,28.02,30.78,27.36
22.29,20.73,25.51,30.58,25.03,38.65,26.23,31.13
4.21,8.28,19.94,19.52,15.80,15.37,13.52,15.18
10.18,10.39,17.54,16.66,7.17,13.17,11.44,8.01
15.66,3.27,5.74,10.70,18.22,4.89,18.17,7.67
15.99,10.21,18.27,17.79,14.49,12.69,16.76,12.82
6.55,20.38,20.86,14.44,18.52,18.05,14.09,3.04
21.48,22.63,23.84,31.51,26.21,30.96,30.22,15.16
23.80,29.70,22.63,19.36,17.30,32.70,21.63,18.31
31.69,28.60,31.15,38.86,19.77,25.65,26.02,30.15
7.49,12.25,11.28,13.45,11.00,4.77,5.43,13.89
9.29,4.21,4.64,23.57,1.94,11.29,12.81,4.62
354.31,2.34,3.73,15.91,4.32,7.79,9.38,13.09
1.01,10.12,358.61,5.05,5.37,3.37,358.42,356.75
0.82,14.47,8.07,14.62,1.00,1.94,4.14,7.40
3.93,353.09,354.63,10.92,3.90,3.92,343.64,350.87
