通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
359.64,357.86,351.44,4.64,355.34,2.91,358.59,350.71
351.19,5.02,359.25,10.84,8.64,21.90,21.17,15.58
347.08,6.93,3.71,6.42,9.76,0.51,3.77,4.30
353.33,8.36,16.70,16.97,23.88,12.40,14.20,23.60
13.66,11.58,14.68,22.09,19.56,19.85,17.19,18.49
5.56,12.21,9.15,16.22,5.96,15.32,13.46,10.46
7.14,0.38,6.99,6.95,13.63,11.35,359.51,11.74
14.11,15.60,10.28,16.25,21.96,23.72,17.53,10.81
18.92,11.76,23.89,16.82,24.77,14.64,22.15,20.45
5.75,13.20,17.04,22.61,15.49,9.75,21.60,7.51
3.98,7.91,8.34,11.82,8.27,11.74,12.04,9.55
359.32,359.21,9.82,3.38,1.62,8.28,20.23,359.22
10.89,11.77,12.59,12.74,6.12,5.85,5.88,2.25
22.83,12.97,19.22,17.78,16.23,18.56,14.42,6.99
356.50,3.41,1.17,1.77,1.44,1.12,1.29,1.69
348.65,0.08,1.07,2.82,6.96,5.77,7.16,358.15
8.49,21.49,21.19,26.96,18.45,19.82,13.34,12.93
1.70,12.14,8.10,5.01,6.51,5.36,0.57,6.29
9.49,11.02,14.73,15.26,15.11,10.47,4.27,13.75
4.82,21.27,17.14,15.87,13.96,23.51,16.77,15.42
41.60,40.89,33.66,46.53,44.35,40.62,41.14,38.36
27.50,32.16,30.90,37.86,37.10,47.30,37.09,33.25
14.10,21.78,28.67,26.75,22.97,26.70,21.38,22.88
13.22,17.08,24.98,21.41,19.19,23.43,21.97,11.65
23.65,14.51,14.86,20.34,27.51,17.56,25.78,15.30
24.37,19.52,28.57,22.33,25.48,18.65,26.39,16.79
16.46,27.68,31.86,20.82,29.57,22.75,16.33,15.94
27.43,35.76,36.49,40.14,39.13,40.81,38.92,21.10
27.13,35.94,34.02,29.92,23.38,40.06,28.54,33.76
39.90,35.43,37.94,41.53,26.25,30.51,34.87,36.50
14.62,19.30,22.46,21.66,17.45,12.85,18.95,20.30
12.42,15.38,13.28,29.52,16.30,19.19,26.62,4.92
3.33,13.00,17.54,23.21,16.82,17.18,21.95,18.66
2.62,17.76,7.26,12.78,14.72,7.20,8.32,4.06
3.42,20.21,14.41,21.03,8.47,9.36,10.77,13.73
4.59,356.03,357.13,10.23,3.08,4.36,349.62,348.65
