通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
0.31,0.96,0.58,0.87,0.39,0.94,0.74,1.34
1.36,0.87,1.07,0.95,1.28,1.18,1.20,1.89
0.73,2.03,1.57,1.66,1.24,1.81,2.04,2.03
0.87,0.83,1.35,1.18,0.81,0.78,1.04,2.12
0.14,1.44,1.15,1.04,1.15,1.37,1.68,2.31
-0.05,1.59,1.48,1.63,1.34,1.79,1.62,1.38
0.12,1.22,1.21,1.37,1.46,2.09,1.87,1.79
0.52,1.40,0.81,1.17,0.87,0.86,1.78,1.80
-0.20,1.29,1.53,1.48,1.33,1.56,1.77,1.34
1.29,1.80,1.88,1.73,1.35,1.38,1.62,2.08
1.38,1.71,1.39,0.81,0.59,1.28,1.93,2.48
0.02,1.46,1.42,1.48,1.08,1.35,1.50,2.25
0.06,1.08,1.51,1.13,1.41,1.90,1.60,1.88
0.82,1.27,1.64,1.45,1.75,1.31,1.75,1.69
0.10,2.11,1.81,1.56,1.41,1.55,1.68,1.63
0.99,1.48,1.49,1.41,0.97,1.22,1.66,2.30
0.24,1.15,1.38,1.13,1.27,1.95,1.97,1.61
1.65,1.35,1.11,0.94,1.38,1.71,1.41,1.80
1.09,1.58,1.31,1.05,1.39,2.10,1.38,1.19
1.48,1.57,1.15,1.71,1.44,1.84,1.42,1.10
0.52,1.70,1.41,2.03,1.31,2.09,1.78,1.66
1.34,1.75,1.93,1.62,1.48,1.62,1.24,2.47
0.67,1.08,1.67,1.46,1.15,1.18,1.73,2.02
0.82,1.59,1.88,1.56,1.42,1.44,1.60,1.84
0.80,1.23,1.55,1.37,1.18,1.21,1.92,2.31
1.54,0.82,1.29,1.39,1.32,1.33,1.67,1.53
0.49,1.39,1.68,1.67,1.11,2.10,2.08,1.52
0.66,1.67,1.41,1.33,1.38,1.52,1.82,1.61
1.02,1.71,1.83,1.61,1.63,1.77,1.87,1.38
0.50,1.55,1.80,1.54,1.30,1.53,1.55,1.50
-0.47,0.96,0.82,1.23,1.35,1.50,1.79,2.03
1.05,1.31,1.15,1.64,1.13,1.48,1.61,1.88
0.93,1.65,2.12,1.61,1.20,1.63,1.76,1.64
1.54,1.74,1.73,1.54,1.36,1.60,1.51,1.45
0.77,1.90,1.48,1.85,0.74,1.38,1.70,2.11
1.49,1.79,2.66,2.17,2.24,2.11,1.99,2.34
