通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
-0.02,-0.27,0.21,0.23,0.44,0.93,0.64,1.37
1.32,0.49,0.66,0.68,1.10,1.27,0.93,2.27
0.42,1.55,1.59,1.27,1.19,1.67,1.09,2.13
0.48,0.69,1.02,0.86,0.88,0.77,0.78,2.33
-0.01,0.54,0.80,0.76,1.27,1.40,0.64,2.55
-0.67,1.50,1.06,1.19,0.96,1.55,1.27,2.01
0.08,0.46,0.78,1.01,1.17,1.81,0.84,2.12
0.13,0.65,0.31,0.50,0.73,0.90,1.59,2.28
-0.02,1.20,1.47,1.04,1.09,1.42,1.07,1.44
0.91,1.28,1.57,0.99,0.93,1.00,1.10,2.17
0.91,0.78,1.19,0.78,0.98,1.52,1.05,2.31
-0.32,1.33,0.77,0.94,0.92,1.22,1.36,2.12
-0.41,0.68,1.12,0.84,0.86,1.53,1.04,2.03
0.49,1.03,1.30,0.92,1.43,1.13,1.34,1.85
0.30,1.35,1.33,1.13,1.07,1.32,0.92,1.77
0.35,0.98,0.80,0.91,1.14,1.19,1.32,2.75
-0.04,0.82,1.23,0.57,1.44,1.78,1.05,1.91
1.28,1.37,0.92,0.93,0.98,1.48,1.27,2.16
0.25,0.80,1.14,0.94,1.55,1.85,0.74,2.18
1.05,1.44,1.11,1.13,1.01,1.18,1.11,1.85
0.08,1.10,0.94,1.55,1.45,1.76,0.90,2.49
0.42,1.25,1.41,1.40,1.40,1.32,0.74,2.82
0.37,0.68,1.35,1.27,0.98,1.19,0.89,2.79
-0.25,1.40,1.42,1.19,1.41,1.27,1.38,2.01
0.40,0.03,0.84,0.66,0.85,1.28,0.98,2.63
1.30,0.32,1.19,0.72,1.19,1.08,1.55,2.07
0.35,1.02,1.79,1.45,1.43,1.94,0.94,1.82
0.10,1.29,1.23,0.99,1.23,1.12,1.34,2.04
0.38,1.13,1.79,1.64,1.64,1.67,1.10,2.13
-0.27,1.41,1.29,1.20,1.08,1.26,0.99,1.97
-0.16,0.49,1.06,1.05,1.33,1.73,1.16,2.22
0.66,1.19,0.51,0.84,1.21,1.19,1.40,2.30
0.46,1.06,1.36,1.18,1.27,1.83,1.02,2.04
1.31,1.42,1.72,1.39,1.19,1.22,0.97,1.82
0.55,0.93,1.37,1.39,0.93,1.28,0.34,2.46
1.10,1.62,1.70,1.51,1.55,1.60,1.30,2.69
