通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
0.02,359.02,355.79,6.79,358.40,4.75,358.25,354.96
2.82,7.26,10.63,18.58,12.76,26.98,20.68,21.11
353.62,4.44,6.30,11.44,11.10,5.51,5.43,9.66
359.83,8.98,20.11,16.32,24.07,11.39,13.89,28.98
14.20,10.76,17.28,22.53,18.38,16.76,16.59,20.37
6.03,18.31,16.04,22.39,10.85,19.06,13.19,9.60
6.25,0.85,7.04,5.72,15.43,15.45,359.93,9.52
14.24,17.37,17.58,18.87,19.98,21.35,17.78,13.84
11.87,9.75,20.98,17.13,22.71,17.83,15.07,19.84
14.92,16.31,22.69,26.96,16.19,12.75,20.53,13.21
7.20,8.37,8.54,10.43,5.48,9.48,12.08,10.60
356.43,3.68,12.86,8.15,3.22,8.50,23.22,4.70
6.90,7.71,12.11,16.60,7.04,8.36,3.91,3.91
26.13,14.32,25.30,19.99,16.47,22.89,13.20,11.09
357.72,1.22,6.24,2.40,4.09,4.72,2.14,3.19
352.79,359.98,5.22,5.25,10.99,4.31,4.67,0.04
7.45,17.38,23.35,29.07,15.75,21.37,12.17,12.24
12.15,10.25,15.27,9.86,11.07,10.99,3.96,10.15
13.56,9.18,16.08,15.71,14.68,12.74,4.09,8.99
5.43,15.04,21.03,14.53,16.19,27.25,11.39,13.21
38.46,36.71,34.74,46.73,40.32,36.57,37.72,32.82
28.90,28.87,37.72,38.17,36.66,49.74,35.59,35.11
9.79,17.26,29.50,25.67,22.13,20.76,20.05,19.54
14.63,16.13,34.14,23.61,18.68,22.67,17.54,14.90
21.18,10.20,11.56,14.04,26.64,13.50,26.67,13.89
25.09,18.45,33.11,26.03,25.82,20.52,23.21,20.86
11.89,24.39,32.10,20.13,26.56,24.11,17.68,13.61
30.41,33.76,40.11,40.15,35.49,42.05,37.92,25.96
30.69,33.98,35.88,30.07,26.01,38.53,26.42,28.97
41.13,37.69,45.20,48.04,31.64,38.08,35.35,41.07
12.35,24.19,22.06,20.97,21.90,17.19,15.97,22.83
14.94,16.23,21.00,33.66,17.62,20.94,24.59,13.77
5.52,12.00,19.93,24.44,14.53,18.18,19.26,21.15
11.18,22.77,14.30,16.53,20.04,14.32,8.22,9.25
9.12,26.82,19.62,23.39,12.42,14.57,14.31,15.69
14.79,1.02,10.29,20.14,14.82,13.34,354.05,359.14
