通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
0.17,351.79,349.14,4.38,122.02,0.54,352.20,354.04
2.05,357.52,1.89,14.04,7.91,18.27,15.97,17.12
351.11,1.36,356.46,6.77,6.64,359.77,0.95,6.25
351.98,359.04,7.45,10.28,13.82,2.90,5.99,21.15
11.23,3.24,9.09,14.14,9.83,9.79,8.66,16.49
2.09,8.19,4.00,14.67,0.13,11.35,6.17,5.30
2.96,349.45,355.78,0.90,5.42,9.14,353.96,1.83
8.64,5.94,3.71,13.02,10.14,11.04,9.25,6.74
6.79,4.11,9.78,10.77,17.31,8.41,10.47,11.01
9.21,7.51,10.03,20.65,8.38,2.94,15.34,6.35
0.92,2.61,359.63,1.81,355.59,359.42,4.80,2.46
351.18,355.35,1.78,0.54,352.12,358.34,14.57,358.00
3.81,358.28,2.29,11.50,357.42,359.07,358.16,358.70
21.23,4.25,14.71,14.37,7.20,11.71,6.59,3.34
349.61,355.51,350.73,357.31,358.71,359.36,357.17,357.35
341.17,349.55,350.30,355.66,356.13,351.30,356.52,350.16
0.07,7.50,10.54,21.04,7.32,11.92,6.98,3.15
359.95,356.80,356.38,1.00,358.05,0.09,354.87,0.75
5.27,359.68,3.93,6.52,6.07,2.14,358.05,357.26
350.91,4.18,0.63,5.42,5.39,14.11,2.17,1.80
27.51,23.79,20.06,35.36,27.58,24.47,26.60,23.20
19.90,16.99,23.10,28.39,22.76,35.56,23.38,27.26
2.03,3.31,17.61,14.87,11.20,11.14,10.36,10.27
6.56,5.97,16.05,13.32,4.41,9.04,7.39,5.14
12.48,357.70,0.70,6.83,14.12,1.76,14.01,3.27
13.16,5.59,15.77,14.68,10.88,8.32,11.86,10.44
4.08,15.55,17.37,10.77,12.82,15.56,8.29,1.17
19.17,19.10,21.48,29.16,22.36,28.68,25.75,14.46
22.45,25.24,21.23,17.26,13.79,27.99,17.67,16.69
29.88,25.19,28.62,36.10,17.60,22.64,22.44,28.53
3.07,9.36,6.46,11.34,5.99,2.80,1.18,11.45
6.50,359.97,2.77,21.09,358.83,7.84,7.61,2.47
352.22,357.38,0.52,11.40,359.85,2.85,4.17,10.02
358.20,6.78,355.70,2.16,2.66,358.50,354.30,354.24
357.99,10.36,4.23,10.03,356.85,357.42,359.80,3.67
0.76,347.30,350.24,6.77,359.85,357.88,338.43,346.00
