通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
0.30,1.07,0.64,0.97,0.45,1.07,0.70,1.18
1.34,0.95,1.38,1.17,1.25,1.28,1.28,2.14
1.10,1.89,1.74,1.73,1.25,1.94,2.10,1.95
1.27,1.04,1.56,1.29,0.77,0.84,1.30,2.37
0.43,1.48,1.27,1.46,1.15,1.36,1.56,2.47
0.33,2.12,1.68,1.79,1.09,1.92,1.92,1.42
0.46,1.21,1.26,1.46,1.42,2.29,2.15,1.68
0.61,1.65,1.19,1.42,0.71,0.80,1.85,2.05
0.07,1.40,1.52,1.62,1.29,1.86,1.82,1.33
1.81,1.94,2.12,1.89,1.13,1.42,1.67,2.21
1.93,1.84,1.33,1.05,0.54,1.27,1.91,2.47
0.47,1.81,1.58,1.47,0.77,1.26,1.63,2.39
0.18,1.11,1.63,1.33,1.18,2.11,1.71,1.95
1.11,1.50,1.89,1.48,1.71,1.51,1.66,1.89
0.53,2.01,1.72,1.51,1.17,1.80,1.80,1.61
1.24,1.79,1.49,1.67,1.15,1.22,1.61,2.50
0.47,1.13,1.66,1.26,1.12,1.93,1.87,1.78
1.97,1.42,1.10,1.10,1.35,1.77,1.64,1.99
1.40,1.35,1.48,1.09,1.31,2.17,1.50,0.99
1.48,1.77,1.45,1.77,1.34,1.93,1.70,1.41
0.97,1.93,1.61,2.17,1.41,2.12,1.87,1.64
1.66,1.88,2.01,1.61,1.34,1.76,1.43,2.52
0.71,1.33,1.96,1.66,1.26,1.23,1.86,2.08
1.42,1.94,2.14,1.60,1.33,1.55,1.75,1.96
0.31,1.55,1.44,1.63,1.25,1.21,1.88,2.28
1.04,1.19,1.54,1.55,1.23,1.56,1.74,1.81
0.93,1.49,2.00,1.77,0.93,2.23,2.23,1.63
1.25,1.85,1.70,1.45,1.09,1.70,1.91,1.76
1.58,1.97,1.92,1.71,1.54,1.87,1.98,1.28
0.92,1.93,2.10,1.87,1.36,1.81,1.76,1.78
-0.02,1.51,1.32,1.54,1.39,1.82,1.68,1.87
1.49,1.60,1.74,1.79,1.26,1.63,1.67,2.22
1.31,1.76,2.23,1.78,0.98,1.99,1.85,1.88
2.14,1.80,1.94,1.64,1.39,1.92,1.68,1.51
1.28,2.03,1.65,1.98,0.88,1.53,1.71,2.03
1.78,2.09,2.52,2.16,2.17,2.31,2.21,2.49
