通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
-0.11,0.04,-0.54,-0.75,-1.17,-0.63,-0.66,-0.29
-0.36,0.13,-0.26,-0.99,-0.52,-0.31,-0.38,0.54
0.37,0.87,0.10,-0.51,-1.22,-0.17,0.40,-0.64
-0.26,-0.16,-0.05,-0.29,-0.52,-0.54,-0.49,0.63
0.34,0.77,-0.62,-0.43,-0.37,-0.39,-0.65,0.41
-0.67,0.47,-0.20,-0.67,-1.04,0.19,0.64,-0.56
-0.50,0.05,-0.29,-1.14,-1.16,0.07,0.96,0.61
-0.17,0.09,-0.65,-0.47,-0.86,-0.74,-0.03,0.34
-0.55,0.18,0.02,-0.91,-1.21,-0.12,0.82,-0.37
0.20,0.56,0.48,0.03,-0.21,0.18,-0.06,0.12
0.91,0.37,-0.62,-0.55,-0.89,-0.74,-0.36,0.88
0.07,0.72,-0.10,-0.84,-0.82,-0.57,0.03,0.57
-0.74,0.22,0.21,-0.52,-0.51,0.04,0.29,0.26
-0.40,0.21,-0.17,-0.44,0.09,-0.21,-0.05,0.42
0.21,0.85,-0.10,-0.79,-1.69,-0.43,0.39,-0.18
-0.41,0.72,-0.18,-0.21,-0.38,-0.20,-0.16,0.59
-0.15,0.41,0.22,-1.10,-1.14,-0.33,0.48,0.26
0.01,-0.22,-0.42,-0.74,-0.53,0.22,0.38,-0.19
-0.15,0.15,-0.56,-1.51,-1.17,-0.25,0.53,-0.03
0.19,0.64,-0.32,-0.42,-0.58,0.37,0.45,-0.25
0.33,0.67,-0.30,-0.44,-0.91,-0.42,0.04,-0.10
0.46,1.09,0.26,-0.32,-0.25,0.09,-0.26,0.43
0.49,0.89,-0.28,-0.29,-1.09,-0.90,-0.11,0.34
0.22,0.47,0.33,-0.26,-0.47,0.18,0.05,0.21
-0.17,0.11,-0.28,-0.14,-0.54,-0.55,0.08,0.48
-0.13,-0.58,-0.06,-0.20,-0.78,-0.06,0.84,-0.15
0.54,0.81,0.30,-0.72,-1.36,-0.09,0.55,0.60
-0.03,0.22,-0.15,-0.32,-0.44,-0.06,0.16,-0.26
0.55,0.29,-0.19,-0.50,-0.38,0.32,0.84,-0.64
0.36,0.33,-0.16,-0.62,-0.47,0.05,0.34,-0.56
-0.43,0.67,0.41,-0.50,-0.23,0.21,0.49,-0.29
0.61,0.24,-0.28,0.20,0.04,0.04,0.82,-0.03
1.08,0.60,0.52,-0.72,-0.83,-0.02,0.46,-0.27
0.94,0.22,0.34,-0.70,-0.53,0.19,0.62,-0.61
0.09,0.55,-0.09,-0.34,-1.00,-0.46,-0.19,0.21
0.75,-0.06,0.06,-0.36,-0.17,0.28,0.65,0.12
