通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
0.42,355.03,347.11,3.00,347.69,357.73,349.72,354.04
356.11,2.04,358.61,10.51,3.81,15.59,15.66,15.57
347.91,4.22,355.20,5.79,2.00,359.81,358.03,1.39
349.21,2.33,5.83,5.65,10.22,4.34,4.76,19.04
7.56,8.97,5.46,16.01,11.60,11.59,7.95,15.76
355.08,8.87,0.47,8.24,0.05,10.38,8.00,354.88
359.17,354.80,355.05,357.14,5.52,9.08,357.81,358.73
6.29,5.21,359.58,6.06,8.59,8.10,9.96,1.86
2.04,5.60,7.71,7.72,15.91,10.63,8.88,3.60
3.83,7.20,7.94,17.63,9.51,1.48,12.25,0.33
358.62,6.56,352.33,359.78,352.53,358.10,0.53,0.00
347.81,1.22,4.72,355.74,352.08,357.88,14.54,355.59
0.44,7.36,5.92,12.61,3.75,1.66,0.28,359.09
18.24,7.59,12.78,10.83,8.56,12.12,6.90,1.34
348.93,0.59,353.51,357.13,356.66,2.51,356.25,350.41
338.54,353.48,350.60,352.78,355.15,357.23,357.71,348.00
0.10,13.00,12.63,21.69,5.52,16.39,6.07,3.72
358.09,359.53,352.54,356.63,357.64,3.20,354.27,354.50
4.92,3.23,0.87,1.18,6.24,3.29,358.24,354.04
353.78,12.80,5.00,9.56,11.36,21.49,6.25,2.51
32.18,33.53,22.50,37.56,31.07,24.50,30.63,26.15
18.56,23.12,23.84,26.09,22.32,36.54,23.43,27.10
2.50,14.42,17.54,20.37,12.44,13.94,9.80,14.18
5.08,7.81,13.70,11.35,3.24,13.65,5.61,5.05
10.68,5.59,0.60,7.23,13.35,0.88,15.98,5.89
12.45,7.98,13.91,13.49,13.92,12.06,16.96,6.67
3.35,21.66,17.69,11.86,16.19,16.39,12.10,1.99
16.73,17.28,18.38,22.33,21.76,24.89,24.11,7.50
18.09,25.56,13.12,11.65,14.66,32.88,15.73,10.31
23.52,24.36,26.81,28.61,17.01,20.78,20.66,20.86
2.27,13.80,10.28,8.21,7.81,4.49,1.25,8.39
4.01,1.21,358.96,15.28,1.49,4.59,13.70,353.93
352.36,2.29,1.07,11.32,2.01,6.07,6.28,6.35
357.35,6.73,355.86,359.27,3.64,0.98,356.19,349.12
355.93,13.84,3.56,9.79,356.59,359.67,0.56,4.21
359.49,353.36,354.07,4.78,3.98,2.29,343.61,342.83
