通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
0.23,0.88,0.53,0.82,0.48,1.03,0.75,1.29
1.24,0.71,0.90,0.82,1.30,1.19,1.10,1.79
0.52,2.00,1.51,1.48,1.22,1.79,1.78,1.94
0.61,0.67,1.22,0.99,0.81,0.89,0.93,1.97
-0.06,1.26,0.98,0.82,0.97,1.41,1.57,2.28
-0.02,1.47,1.36,1.47,1.24,1.69,1.49,1.32
0.16,1.23,1.20,1.42,1.44,2.10,1.70,1.81
0.47,1.20,0.71,1.02,0.99,1.04,1.85,1.64
-0.03,1.48,1.41,1.35,1.37,1.46,1.67,1.34
1.09,1.87,1.79,1.57,1.37,1.30,1.58,1.96
1.41,1.72,1.44,0.77,0.64,1.29,1.87,2.49
0.06,1.31,1.28,1.28,1.04,1.37,1.41,2.02
0.00,1.11,1.41,1.00,1.33,1.81,1.50,1.72
0.82,1.29,1.52,1.44,1.73,1.17,1.73,1.54
0.00,2.22,1.87,1.45,1.43,1.57,1.60,1.66
0.89,1.45,1.52,1.31,1.00,1.22,1.66,2.25
0.20,1.17,1.23,1.06,1.29,1.93,1.90,1.66
1.60,1.42,0.98,0.89,1.39,1.69,1.26,1.72
0.99,1.64,1.33,1.09,1.35,2.02,1.33,1.38
1.40,1.60,1.14,1.64,1.38,1.86,1.30,1.02
0.45,1.62,1.29,1.91,1.33,2.12,1.66,1.82
1.14,1.68,1.78,1.61,1.60,1.70,1.13,2.42
0.64,1.08,1.65,1.53,1.14,1.26,1.75,2.16
0.95,1.77,1.98,1.62,1.59,1.52,1.65,1.83
1.40,1.35,1.77,1.53,1.24,1.37,1.94,2.49
2.05,1.00,1.41,1.44,1.54,1.42,1.68,1.50
0.71,1.76,1.80,1.78,1.33,2.18,1.89,1.49
0.83,1.87,1.49,1.37,1.61,1.54,1.87,1.57
1.17,1.96,2.19,1.78,1.82,1.92,1.87,1.61
0.59,1.75,1.97,1.64,1.42,1.52,1.51,1.52
-0.30,1.11,1.09,1.39,1.37,1.62,1.84,2.13
1.17,1.48,1.09,1.74,1.29,1.55,1.70,1.74
1.02,1.73,2.17,1.79,1.51,1.69,1.81,1.60
1.43,1.79,1.74,1.70,1.53,1.54,1.50,1.43
0.96,2.00,1.69,2.08,0.87,1.56,1.70,2.26
1.61,1.82,2.62,2.32,2.31,2.15,1.85,2.27
