通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
0.28,1.17,0.78,1.07,0.50,1.09,0.89,1.44
1.45,1.07,1.35,1.14,1.39,1.34,1.34,2.17
0.99,2.12,1.84,1.87,1.35,1.95,2.25,2.15
1.26,1.09,1.67,1.38,0.90,0.88,1.26,2.37
0.38,1.56,1.33,1.38,1.26,1.45,1.81,2.52
0.19,2.08,1.78,1.89,1.40,2.02,1.92,1.56
0.39,1.36,1.45,1.56,1.58,2.30,2.22,1.84
0.74,1.69,1.21,1.50,0.84,0.94,1.95,2.09
0.06,1.45,1.78,1.72,1.46,1.81,1.93,1.49
1.74,2.04,2.19,1.98,1.39,1.56,1.81,2.26
1.81,1.92,1.53,1.11,0.68,1.39,2.11,2.59
0.36,1.80,1.67,1.61,1.03,1.41,1.68,2.48
0.21,1.17,1.79,1.39,1.49,2.14,1.78,2.01
1.28,1.58,1.97,1.58,1.86,1.58,1.89,1.96
0.38,2.20,1.98,1.75,1.42,1.78,1.87,1.76
1.21,1.80,1.67,1.69,1.16,1.32,1.78,2.52
0.40,1.29,1.66,1.39,1.39,2.02,2.10,1.79
1.87,1.52,1.27,1.11,1.46,1.87,1.73,2.03
1.39,1.64,1.60,1.20,1.52,2.29,1.60,1.18
1.71,1.87,1.48,1.89,1.56,1.97,1.72,1.37
0.83,1.99,1.70,2.26,1.47,2.22,1.97,1.73
1.72,2.01,2.12,1.75,1.49,1.78,1.49,2.64
0.80,1.39,1.99,1.70,1.44,1.29,1.99,2.18
1.30,1.99,2.19,1.73,1.57,1.63,1.82,1.98
0.67,1.63,1.75,1.69,1.34,1.30,2.04,2.38
1.44,1.26,1.67,1.65,1.38,1.54,1.78,1.81
0.84,1.59,2.14,1.95,1.16,2.25,2.31,1.70
1.14,2.00,1.79,1.57,1.39,1.78,1.99,1.83
1.50,2.09,2.07,1.83,1.75,1.91,2.09,1.39
0.89,1.95,2.19,1.92,1.50,1.82,1.79,1.80
-0.19,1.47,1.20,1.62,1.49,1.76,1.91,2.13
1.45,1.66,1.69,1.86,1.32,1.70,1.77,2.21
1.26,1.83,2.38,1.86,1.16,1.91,1.96,1.91
2.01,1.94,2.05,1.78,1.58,1.94,1.78,1.66
1.11,2.21,1.69,2.09,0.99,1.54,1.88,2.20
1.72,2.18,2.88,2.38,2.39,2.34,2.30,2.66
