通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8
-0.10,-0.03,-0.37,-0.77,-1.05,-0.49,-0.62,-0.40
-0.22,0.07,-0.24,-0.98,-0.59,-0.37,-0.49,0.44
0.48,0.66,0.10,-0.69,-1.37,-0.35,0.38,-0.82
-0.21,-0.31,0.07,-0.16,-0.61,-0.82,-0.65,0.49
0.61,0.67,-0.46,-0.60,-0.60,-0.63,-0.79,0.27
-0.64,0.37,-0.12,-0.61,-1.21,-0.02,0.52,-0.56
-0.34,-0.15,-0.18,-1.31,-1.47,-0.05,0.84,0.65
-0.14,0.06,-0.48,-0.41,-1.03,-0.83,-0.26,0.35
-0.41,0.11,0.08,-1.11,-1.55,-0.34,0.80,-0.14
0.13,0.54,0.44,0.00,-0.38,0.15,-0.16,0.03
1.02,0.13,-0.34,-0.54,-0.92,-0.88,-0.36,0.86
0.24,0.63,-0.19,-0.83,-0.89,-0.64,-0.13,0.51
-0.48,0.15,0.20,-0.64,-0.72,0.01,0.26,0.12
-0.35,0.11,-0.20,-0.42,-0.03,-0.23,-0.25,0.32
0.39,0.66,-0.18,-1.05,-1.95,-0.72,0.48,-0.11
-0.33,0.63,-0.15,-0.15,-0.49,-0.51,-0.41,0.52
-0.15,0.45,0.22,-1.21,-1.38,-0.52,0.53,0.20
0.02,-0.43,-0.24,-0.70,-0.63,-0.08,0.39,-0.24
-0.14,0.03,-0.45,-1.55,-1.55,-0.44,0.55,0.05
0.30,0.57,-0.19,-0.57,-0.78,0.10,0.33,-0.27
0.30,0.43,-0.32,-0.57,-1.17,-0.44,-0.06,-0.22
0.52,0.94,0.31,-0.30,-0.25,-0.14,-0.36,0.36
0.71,0.69,-0.26,-0.49,-1.17,-1.04,-0.12,0.23
0.17,0.44,0.43,-0.17,-0.47,-0.06,-0.07,0.13
-0.03,-0.03,-0.20,-0.17,-0.67,-0.40,-0.05,0.44
0.05,-0.64,-0.01,-0.23,-0.98,-0.36,0.65,-0.25
0.76,0.68,0.36,-0.88,-1.58,-0.23,0.40,0.65
-0.05,0.19,-0.11,-0.17,-0.50,-0.18,-0.08,-0.31
0.73,0.31,-0.01,-0.58,-0.69,-0.04,0.84,-0.51
0.44,0.29,-0.29,-0.54,-0.63,-0.04,0.25,-0.82
-0.39,0.55,0.21,-0.67,-0.43,0.22,0.48,-0.42
0.62,0.26,-0.10,0.25,0.02,-0.07,0.59,-0.04
1.19,0.40,0.51,-0.90,-1.15,-0.19,0.31,-0.35
1.03,0.19,0.31,-0.73,-0.66,0.03,0.61,-0.69
0.24,0.44,-0.06,-0.48,-1.08,-0.57,-0.29,0.18
0.75,-0.25,-0.07,-0.37,-0.43,0.08,0.59,-0.03
